订单ID,门店城市,购买渠道,性别,年龄,购买日期,商品编号,收益总额,订单量,商品量
44510,上海,线下,女,40,2020-09-21,No.005,81,1,1
14224,&nbsp南京,线下,女,29,2020-09-25,No.005,119,2,2
47681,上海,线下,女,25,2020-09-21,No.173,204,1,1
16247,武汉,线上,女,42,2020-09-27,No.005,101,1,1
12210,杭州,线下,女,46,2020-09-22,No.577,153,1,1
54112,杭州,线下,女,44,2020-09-23,No.005,81,1,1
40721,武汉,线上,女,34,2020-09-23,No.005,2448,18,18
27230,北京,线下,男,65,2020-09-24,No.902,200,1,1
13389,南京 ,线下,女,34,2020-09-27,No.005,99,1,1
23066,杭州,线下,男,30,2020-09-26,No.005,101,1,1
37554,武汉,线上,男,69,2020-09-26,No.906,33,1,1
40579,北/京,线下,女,26,2020-09-25,No.277,76,2,2
17357,深圳,线下,男,65,2020-09-24,No.906,59,1,1
22371,上海,线下,女,51,2020-09-26,No.906,40,1,1
38477,&nbsp南京,线下,女,40,2020-09-22,No.005,81,1,1
50065,上海,线下,女,40,2020-09-21,No.782,59,1,1
40040,深圳,线下,男,21,2020-09-27,No.277,81,1,1
26389,深圳,线下,女,21,2020-09-24,No.005,161,1,2
45828,南京 ,线下,女,40,2020-09-25,No.577,204,1,1
37173,北 京,线下,男,36,2020-09-23,No.005,80,1,1
18307,&nbsp南京,线上,男,38,2020-09-21,No.005,79,1,1
42891,上海,线下,男,67,2020-09-26,No.005,199,2,2
43789,武汉,线下,女,20,2020-09-26,No.005,81,1,1
53128,杭州,线下,男,21,2020-09-22,No.277,136,2,2
46392,北 京,线下,女,34,2020-09-21,No.277,75,1,1
40049,南京 ,线下,女,37,2020-09-26,No.906,33,1,1
49026,杭州,线下,男,36,2020-09-24,No.005,99,1,1
33766,南京 ,线下,女,54,2020-09-26,No.782,40,1,1
34893,深圳,线下,女,41,2020-09-26,No.343,79,1,1
32029,武汉,线上,女,34,2020-09-26,No.005,60,1,1
22246,深圳,线下,女,30,2020-09-22,No.343,26,1,1
35635,&nbsp南京,线下,男,65,2020-09-27,No.005,101,1,1
54268,上海,线下,男,67,2020-09-24,No.906,31,1,1
48150,&nbsp南京,线下,女,36,2020-09-25,No.343,40,1,2
33364,&nbsp南京,线下,男,38,2020-09-22,No.902,244,3,3
34834,上海,线下,女,35,2020-09-22,No.005,141,3,3
27526,武汉,线上,女,24,2020-09-26,No.005,59,1,1
52190,杭州,线下,女,33,2020-09-21,No.005,60,1,1
17049,南京 ,线下,男,45,2020-09-25,No.277,577,4,4
49891,杭州,线下,女,20,2020-09-25,No.343,27,1,1
31203,北 京,线下,女,19,2020-09-27,No.782,59,1,1
36628,北/京,线下,女,30,2020-09-23,No.005,98,2,2
53373,武汉,线下,女,29,2020-09-23,No.005,59,1,1
33217,杭州,线下,男,17,2020-09-27,No.343,53,1,2
38717,武汉,线上,女,65,2020-09-25,No.906,41,1,1
34346,杭州,线下,女,38,2020-09-25,No.005,79,1,1
14389,上海,线上,女,32,2020-09-24,No.343,159,2,2
30769,上海,线下,男,33,2020-09-21,No.005,399,4,4
32732,上海,线下,女,24,2020-09-27,No.577,300,2,2
43916,上海,线下,男,61,2020-09-27,No.902,101,1,1
15446,杭州,线下,女,35,2020-09-27,No.005,99,1,1
54503,南京 ,线上,男,39,2020-09-24,No.343,17,1,1
16278,深圳,线下,女,31,2020-09-22,No.005,76,1,2
31235,上海,线下,男,26,2020-09-26,No.902,203,1,2
49630,深圳,线下,女,43,2020-09-25,No.173,557,3,3
43438,北 京,线下,男,68,2020-09-26,No.277,796,5,5
12340,上海,线下,女,39,2020-09-24,No.277,232,4,5
20202,杭州,线下,女,30,2020-09-26,No.902,153,1,1
51840,南京,线下,女,38,2020-09-26,No.005,81,1,1
29767,武汉,线上,女,26,2020-09-21,No.005,119,2,2
49816,北/京,线下,男,25,2020-09-26,No.906,33,1,1
34894,深圳,线下,女,30,2020-09-23,No.906,38,1,1
31219,深圳,线下,男,20,2020-09-24,No.005,139,1,2
46063,深圳,线下,女,32,2020-09-27,No.005,59,1,1
32920,南京 ,线上,女,22,2020-09-25,No.005,100,1,1
11948,南京 ,线下,男,36,2020-09-27,No.277,200,1,1
12255,深圳,线下,女,32,2020-09-27,No.577,140,2,2
25792,武汉,线下,女,46,2020-09-27,No.343,19,1,1
25272,武汉,线上,女,28,2020-09-21,No.343,59,1,3
36394,北/京,线下,女,26,2020-09-24,No.902,80,1,1
33832,深圳,线下,男,30,2020-09-24,No.173,502,2,2
17410,深圳,线下,男,31,2020-09-25,No.005,77,1,1
28013,杭州,线下,男,23,2020-09-26,No.005,79,1,1
19468,上海,线下,女,26,2020-09-25,No.277,395,2,2
45740,武汉,线上,女,26,2020-09-23,No.277,605,3,3
54449,杭州,线下,男,24,2020-09-23,No.005,101,1,1
22137,上海,线上,男,23,2020-09-24,No.005,80,1,1
44120,武汉,线下,女,26,2020-09-21,No.005,80,1,1
17430,深圳,线下,女,39,2020-09-24,No.782,59,1,1
21613,杭州,线下,男,21,2020-09-21,No.343,27,1,1
25830,北/京,线下,女,25,2020-09-22,No.005,80,1,1
18550,南京 ,线上,女,58,2020-09-22,No.005,79,1,1
28837,武汉,线下,男,32,2020-09-26,No.343,19,1,1
49625,南京,线下,男,23,2020-09-21,No.343,54,1,2
54169,北/京,线下,女,28,2020-09-25,No.902,404,2,2
46992,武汉,线上,男,27,2020-09-24,No.343,76,1,1
13980,上海,线上,女,33,2020-09-25,No.343,46,2,2
36664,深圳,线下,女,37,2020-09-26,No.782,40,1,1
16620,北/京,线下,女,21,2020-09-24,No.005,79,1,1
32726,深圳,线下,男,27,2020-09-23,No.173,99,1,1
52752,杭州,线下,女,26,2020-09-26,No.005,100,1,1
16262,杭州,线下,男,30,2020-09-23,No.005,160,2,2
20853,北/京,线下,女,31,2020-09-26,No.577,204,1,1
51503,上海,线下,男,22,2020-09-24,No.906,40,1,1
30451,深圳,线下,男,26,2020-09-27,No.277,115,2,2
17122,北 京,线下,女,37,2020-09-26,No.005,99,1,1
24747,武汉,线下,男,56,2020-09-27,No.005,201,1,2
29340,深圳,线下,女,26,2020-09-26,No.005,60,1,1
15687,杭州,线下,男,38,2020-09-26,No.005,95,1,1
23170,深圳,线下,女,28,2020-09-23,No.005,100,1,1
40081,杭州,线下,女,26,2020-09-26,No.005,79,1,1
42080,北 京,线下,男,32,2020-09-27,No.005,81,1,1
31948,北 京,线下,男,33,2020-09-26,No.005,59,1,1
42485,杭州,线下,男,50,2020-09-25,No.906,67,1,2
27877,深圳,线下,女,21,2020-09-22,No.277,80,1,1
39949,深圳,线下,女,38,2020-09-27,No.277,1004,4,5
44812,深圳,线下,男,33,2020-09-25,No.005,244,2,3
52063,南京 ,线下,男,36,2020-09-27,No.577,151,1,1
53251,杭州,线下,男,62,2020-09-26,No.577,200,1,1
16603,杭州,线下,女,32,2020-09-27,No.005,80,1,1
38762,杭州,线下,男,28,2020-09-25,No.906,81,2,2
47836,深圳,线下,女,31,2020-09-27,No.343,26,1,1
12665,深圳,线下,男,39,2020-09-22,No.005,299,3,3
31280,杭州,线下,男,23,2020-09-26,No.005,79,1,1
42802,北 京,线下,女,43,2020-09-25,No.782,40,1,1
43257,杭州,线下,男,24,2020-09-27,No.005,80,1,1
23951,&nbsp南京,线上,女,21,2020-09-25,No.005,150,1,1
37902,杭州,线下,女,38,2020-09-26,No.005,60,1,1
29082,北京,线下,女,63,2020-09-24,No.005,77,1,1
36546,杭州,线下,女,46,2020-09-24,No.005,81,1,1
19451,上海,线上,男,47,2020-09-22,No.005,99,1,1
16447,北 京,线上,女,68,2020-09-26,No.305,1218,4,5
49191,&nbsp南京,线下,女,22,2020-09-25,No.005,343,3,4
46915,北 京,线下,男,24,2020-09-23,No.343,53,1,2
28644,杭州,线下,男,50,2020-09-24,No.343,27,1,1
33781,深圳,线下,女,33,2020-09-23,No.906,81,1,1
31639,南京 ,线下,女,25,2020-09-23,No.305,78,2,2
29004,北京,线下,女,21,2020-09-23,No.277,122,1,1
42238,武汉,线上,男,38,2020-09-27,No.005,199,2,2
28242,深圳,线下,女,43,2020-09-25,No.173,204,1,1
31236,深圳,线下,女,28,2020-09-22,No.782,552,3,3
13235,武汉,线上,男,39,2020-09-26,No.343,20,1,1
20967,杭州,线下,女,62,2020-09-22,No.577,195,1,1
20590,深圳,线下,男,40,2020-09-26,No.782,81,1,1
15418,深圳,线下,女,22,2020-09-27,No.005,81,1,1
16923,深圳,线下,女,45,2020-09-25,No.005,119,1,2
23757,北 京,线下,女,22,2020-09-24,No.005,79,1,1
19205,武汉,线上,男,67,2020-09-21,No.343,81,1,3
34613,深圳,线下,女,34,2020-09-26,No.577,262,3,3
33549,上海,线下,男,40,2020-09-22,No.277,49,1,1
12679,杭州,线下,男,17,2020-09-26,No.005,99,1,1
43608,上海,线上,男,37,2020-09-25,No.277,48,1,1
15001,杭州,线下,女,31,2020-09-26,No.305,110,3,3
52175,北 京,线下,男,21,2020-09-23,No.005,100,1,1
12345,深圳,线下,女,25,2020-09-27,No.305,255,2,2
36226,杭州,线下,男,66,2020-09-26,No.005,79,1,1
35351,深圳,线下,男,35,2020-09-27,No.906,40,1,1
50452,武汉,线下,女,26,2020-09-25,No.005,60,1,1
35879,武汉,线上,男,24,2020-09-23,No.005,101,1,1
51604,北/京,线下,男,46,2020-09-25,No.305,39,1,1
42481,北/京,线下,男,21,2020-09-23,No.005,101,1,1
48468,深圳,线下,女,31,2020-09-21,No.005,285,2,3
32764,深圳,线下,女,17,2020-09-24,No.005,99,1,1
27069,杭州,线下,女,25,2020-09-26,No.782,40,1,1
21273,南京 ,线上,男,28,2020-09-22,No.343,220,4,9
23984,武汉,线上,女,32,2020-09-27,No.005,79,1,1
16859,深圳,线下,男,55,2020-09-22,No.343,49,1,1
11564,杭州,线下,女,65,2020-09-23,No.005,81,1,1
11987,北 京,线下,女,42,2020-09-27,No.305,19,1,1
40738,上海,线下,女,36,2020-09-25,No.005,99,1,1
32466,杭州,线下,女,39,2020-09-24,No.343,20,1,1
40518,北/京,线下,女,36,2020-09-25,No.782,401,2,2
44734,北/京,线下,男,32,2020-09-27,No.005,99,1,1
29589,北/京,线下,男,61,2020-09-23,No.005,80,1,1
46741,深圳,线下,女,49,2020-09-26,No.343,81,1,1
45398,深圳,线下,女,43,2020-09-26,No.005,100,1,1
45269,深圳,线下,女,54,2020-09-26,No.277,81,1,1
39130,深圳,线下,男,39,2020-09-26,No.005,100,1,1
16637,北/京,线下,女,30,2020-09-26,No.005,298,4,4
18097,南京 ,线下,女,31,2020-09-21,No.782,38,2,2
19156,南京 ,线上,女,27,2020-09-24,No.277,162,2,2
44195,深圳,线下,女,28,2020-09-22,No.343,78,1,2
31932,深圳,线下,女,39,2020-09-27,No.005,59,1,1
36537,上海,线下,女,24,2020-09-27,No.906,33,1,1
23176,深圳,线下,女,29,2020-09-25,No.005,302,3,3
32501,武汉,线下,女,42,2020-09-26,No.005,99,1,1
37390,&nbsp南京,线下,女,28,2020-09-26,No.782,119,1,2
32773,深圳,线下,男,33,2020-09-26,No.906,73,2,2
17825,武汉,线下,女,34,2020-09-23,No.577,100,1,1
13786,武汉,线下,女,39,2020-09-22,No.005,150,1,1
48093,北京,线下,女,34,2020-09-26,No.343,86,3,4
23924,深圳,线下,女,38,2020-09-27,No.906,81,2,2
51369,深圳,线下,女,68,2020-09-24,No.005,81,1,1
28907,北 京,线下,男,22,2020-09-26,No.173,251,1,1
25894,&nbsp南京,线下,女,34,2020-09-24,No.005,39,1,1
38900,&nbsp南京,线下,女,27,2020-09-25,No.005,99,1,1
41587,深圳,线下,女,35,2020-09-25,No.277,49,1,1
18607,武汉,线下,女,25,2020-09-23,No.782,19,1,1
52047,深圳,线下,女,44,2020-09-22,No.005,59,1,1
41790,武汉,线上,女,30,2020-09-27,No.005,100,1,1
15177,北京,线下,男,50,2020-09-25,No.343,19,1,1
33506,北/京,线下,男,23,2020-09-24,No.305,306,1,2
42944,深圳,线下,男,36,2020-09-22,No.005,59,1,1
39120,武汉,线上,男,26,2020-09-22,No.343,53,1,2
23033,北京,线下,女,36,2020-09-23,No.906,33,1,1
46092,武汉,线下,女,25,2020-09-25,No.005,80,1,1
43013,南京 ,线下,男,18,2020-09-25,No.277,202,1,1
24660,武汉,线下,男,32,2020-09-25,No.005,100,1,1
35177,深圳,线下,女,22,2020-09-22,No.906,40,1,1
27978,&nbsp南京,线下,女,27,2020-09-26,No.005,101,1,1
10454,南京,线下,女,42,2020-09-23,No.005,81,1,1
14060,上海,线下,女,33,2020-09-27,No.782,1055,7,7
45283,深圳,线下,女,28,2020-09-27,No.782,460,3,3
49068,武汉,线上,男,34,2020-09-26,No.305,67,1,2
36514,&nbsp南京,线下,男,24,2020-09-21,No.902,106,1,1
39609,北京,线下,女,29,2020-09-26,No.005,1299,13,13
50972,武汉,线上,男,32,2020-09-21,No.005,299,3,3
11204,南京 ,线上,男,37,2020-09-24,No.005,161,2,2
22490,北 京,线下,女,33,2020-09-25,No.005,95,1,1
53462,杭州,线下,男,20,2020-09-27,No.005,101,1,1
13616,深圳,线下,男,24,2020-09-22,No.906,39,1,1
53065,南京 ,线上,女,50,2020-09-23,No.782,150,1,1
43069,深圳,线下,女,34,2020-09-26,No.782,358,2,2
17418,&nbsp南京,线下,女,33,2020-09-24,No.782,79,2,2
43927,北 京,线下,女,28,2020-09-25,No.005,60,1,1
44251,杭州,线下,女,20,2020-09-23,No.173,456,2,2
36757,武汉,线下,女,26,2020-09-26,No.005,99,1,1
48062,南京 ,线下,女,48,2020-09-26,No.906,67,1,2
23000,深圳,线下,男,33,2020-09-26,No.005,59,1,1
47684,武汉,线下,男,65,2020-09-26,No.005,60,1,1
16926,杭州,线下,男,35,2020-09-22,No.005,101,1,1
10048,上海,线上,女,56,2020-09-25,No.173,204,1,1
28099,北 京,线下,男,34,2020-09-27,No.005,101,1,1
32468,武汉,线上,男,20,2020-09-26,No.005,203,2,2
32553,武汉,线下,女,28,2020-09-25,No.782,77,1,1
11899,深圳,线下,女,25,2020-09-21,No.005,80,1,1
35532,深圳,线下,女,36,2020-09-21,No.005,1331,6,7
25233,上海,线下,男,23,2020-09-27,No.005,100,1,1
53335,杭州,线下,男,26,2020-09-27,No.005,73,1,1
45369,武汉,线下,男,41,2020-09-26,No.005,80,1,1
36070,杭州,线下,女,51,2020-09-22,No.277,298,2,3
25446,武汉,线下,女,20,2020-09-26,No.005,100,1,1
25281,北/京,线下,女,26,2020-09-23,No.906,33,1,1
38722,南京 ,线上,女,23,2020-09-27,No.902,484,5,5
29405,杭州,线下,女,42,2020-09-27,No.005,101,1,1
38182,北 京,线下,男,40,2020-09-26,No.005,79,1,1
46356,北 京,线上,女,39,2020-09-25,No.305,153,1,1
51629,深圳,线下,女,48,2020-09-26,No.906,33,1,1
21812,深圳,线下,女,35,2020-09-23,No.782,139,2,3
24762,杭州,线下,男,47,2020-09-27,No.173,204,1,1
35342,&nbsp南京,线下,女,19,2020-09-27,No.005,0,1,1
49725,武汉,线下,女,37,2020-09-24,No.173,151,1,1
53645,上海,线上,女,28,2020-09-26,No.005,438,6,6
46469,南京 ,线上,女,37,2020-09-25,No.005,78,1,1
44733,北/京,线下,女,31,2020-09-26,No.005,101,1,1
22800,杭州,线下,女,49,2020-09-23,No.277,80,1,1
44969,上海,线下,男,20,2020-09-26,No.005,79,1,1
46283,南京 ,线上,女,29,2020-09-26,No.343,46,2,2
16651,深圳,线下,男,69,2020-09-26,No.005,101,1,1
25334,深圳,线下,男,35,2020-09-26,No.305,39,1,1
47372,杭州,线下,男,31,2020-09-22,No.277,59,1,1
22061,北 京,线下,男,20,2020-09-25,No.343,81,1,1
53556,武汉,线上,男,29,2020-09-27,No.005,162,2,2
33305,武汉,线下,男,38,2020-09-25,No.173,150,1,1
31584,北/京,线下,男,28,2020-09-24,No.277,204,1,1
43248,上海,线下,女,29,2020-09-27,No.005,40,1,1
35885,北/京,线下,保密,保密,2020-09-26,No.005,80,1,1
49040,北/京,线下,女,22,2020-09-24,No.902,199,3,3
14055,上海,线下,女,25,2020-09-27,No.005,79,1,1
43689,北 京,线下,女,33,2020-09-24,No.005,99,2,2
43114,杭州,线下,女,24,2020-09-27,No.005,59,1,1
51192,南京 ,线上,男,39,2020-09-24,No.343,27,1,1
26035,杭州,线下,女,47,2020-09-22,No.173,101,1,1
47846,北 京,线下,女,31,2020-09-27,No.005,541,3,4
24316,南京 ,线下,女,36,2020-09-27,No.005,79,1,1
33257,武汉,线上,男,30,2020-09-26,No.005,99,1,1
18199,深圳,线下,男,28,2020-09-26,No.277,132,2,2
32672,北 京,线下,女,48,2020-09-22,No.902,60,1,1
42317,北/京,线下,男,44,2020-09-22,No.005,204,1,1
47971,深圳,线下,女,54,2020-09-25,No.005,159,2,2
50896,杭州,线下,女,37,2020-09-26,No.005,81,1,1
31664,南京 ,线上,女,23,2020-09-25,No.902,151,1,1
49618,深圳,线下,女,29,2020-09-26,No.005,963,4,5
15262,深圳,线下,保密,保密,2020-09-25,No.782,60,1,1
33174,深圳,线下,女,48,2020-09-25,No.005,101,1,1
21104,武汉,线下,男,34,2020-09-22,No.005,59,1,1
25517,深圳,线下,女,30,2020-09-25,No.005,299,3,3
29178,武汉,线下,女,30,2020-09-22,No.902,99,1,1
38183,上海,线上,女,41,2020-09-26,No.005,100,2,2
24045,北/京,线下,男,34,2020-09-24,No.005,100,1,1
24021,上海,线上,女,39,2020-09-26,No.005,100,1,1
25013,深圳,线下,女,26,2020-09-24,No.005,79,1,1
25058,深圳,线下,男,63,2020-09-26,No.782,60,1,1
29403,深圳,线下,女,39,2020-09-25,No.005,178,4,4
18007,杭州,线下,女,42,2020-09-25,No.902,79,1,1
19103,深圳,线下,女,19,2020-09-22,No.005,100,1,1
18167,武汉,线下,女,24,2020-09-26,No.173,409,2,2
32929,武汉,线下,女,36,2020-09-25,No.277,141,2,2
42223,上海,线上,女,33,2020-09-26,No.005,78,1,1
16160,上海,线下,男,57,2020-09-26,No.343,46,1,2
46492,武汉,线上,男,42,2020-09-24,No.005,121,2,2
32915,杭州,线下,男,41,2020-09-27,No.005,100,1,1
25735,上海,线上,女,25,2020-09-23,No.005,403,4,4
45900,上海,线下,女,32,2020-09-25,No.005,407,4,4
30088,杭州,线下,女,30,2020-09-27,No.782,40,1,1
36977,武汉,线上,女,27,2020-09-24,No.902,1199,12,15
35235,南京 ,线下,男,33,2020-09-27,No.277,135,2,2
30447,北 京,线上,女,40,2020-09-21,No.782,810,4,5
49660,南京 ,线上,女,39,2020-09-27,No.782,39,1,1
52315,武汉,线下,男,69,2020-09-25,No.277,1991,11,11
23166,&nbsp南京,线下,男,32,2020-09-24,No.173,252,2,2
43109,杭州,线下,女,66,2020-09-25,No.782,40,1,1
21801,南京,线下,女,23,2020-09-25,No.005,499,4,5
47609,深圳,线下,女,28,2020-09-23,No.277,156,2,2
19358,&nbsp南京,线上,女,31,2020-09-25,No.005,100,1,1
24876,北/京,线下,男,28,2020-09-24,No.906,40,1,1
11728,深圳,线下,女,33,2020-09-27,No.005,101,1,1
30592,深圳,线下,女,65,2020-09-27,No.173,251,1,1
31031,杭州,线下,女,40,2020-09-25,No.005,39,1,1
35761,南京 ,线下,女,47,2020-09-23,No.305,107,2,3
51959,深圳,线下,女,43,2020-09-22,No.906,40,1,1
53593,深圳,线下,女,46,2020-09-23,No.005,161,2,2
53613,深圳,线下,女,35,2020-09-26,No.005,100,1,1
30503,杭州,线下,男,28,2020-09-25,No.005,101,1,1
47645,杭州,线下,男,40,2020-09-24,No.277,54,1,1
22139,北 京,线下,女,20,2020-09-22,No.005,455,3,3
54575,南京 ,线下,男,25,2020-09-24,No.005,99,1,1
22447,深圳,线下,女,25,2020-09-27,No.005,79,1,1
50447,&nbsp南京,线下,女,20,2020-09-25,No.005,79,1,1
40647,北 京,线下,男,26,2020-09-22,No.305,39,1,1
48339,杭州,线下,男,27,2020-09-23,No.902,161,2,2
50653,北/京,线下,女,42,2020-09-25,No.005,202,2,2
43954,北/京,线下,女,36,2020-09-25,No.343,19,1,1
26318,深圳,线下,男,28,2020-09-21,No.577,151,1,1
46620,杭州,线下,女,38,2020-09-27,No.005,39,1,1
40403,杭州,线下,女,23,2020-09-26,No.005,59,1,1
30372,上海,线下,女,40,2020-09-23,No.005,100,1,1
53662,南京,线下,女,36,2020-09-23,No.005,412,8,9
10543,武汉,线上,女,36,2020-09-26,No.005,79,1,1
40200,武汉,线下,男,65,2020-09-27,No.906,40,1,1
19273,杭州,线下,女,38,2020-09-26,No.277,151,1,1
42574,武汉,线上,男,23,2020-09-27,No.005,100,1,1
51532,南京 ,线上,女,20,2020-09-23,No.782,354,2,2
17568,南京 ,线下,女,28,2020-09-23,No.577,60,1,1
45719,杭州,线下,女,30,2020-09-26,No.782,80,2,2
33967,深圳,线下,女,42,2020-09-27,No.005,99,1,1
38659,上海,线下,男,34,2020-09-27,No.277,80,1,1
12671,北/京,线下,女,35,2020-09-21,No.005,159,2,2
10105,上海,线下,女,24,2020-09-26,No.005,201,2,2
50482,南京,线下,女,51,2020-09-24,No.005,101,1,1
26714,&nbsp南京,线上,女,30,2020-09-26,No.577,325,4,4
14335,杭州,线下,女,38,2020-09-26,No.005,200,3,3
29962,杭州,线下,女,49,2020-09-25,No.005,100,1,1
11604,武汉,线下,男,23,2020-09-24,No.277,78,1,1
33223,上海,线下,女,29,2020-09-26,No.343,49,1,1
49543,深圳,线下,女,49,2020-09-27,No.005,79,1,1
47387,深圳,线下,女,16,2020-09-26,No.005,79,1,1
28845,杭州,线下,女,36,2020-09-23,No.005,237,3,5
24574,武汉,线下,女,67,2020-09-22,No.005,100,1,1
44676,上海,线下,女,30,2020-09-26,No.277,38,1,1
36849,南京,线下,男,25,2020-09-25,No.906,132,3,4
53172,北/京,线下,女,47,2020-09-25,No.343,78,1,1
26551,南京 ,线上,男,41,2020-09-26,No.005,81,1,1
18913,北 京,线下,女,33,2020-09-26,No.005,161,2,2
17307,北 京,线下,女,34,2020-09-25,No.005,39,1,1
30584,&nbsp南京,线下,男,20,2020-09-22,No.902,200,1,1
52539,&nbsp南京,线下,女,21,2020-09-27,No.005,81,1,1
21052,深圳,线下,女,25,2020-09-27,No.782,60,1,1
27453,上海,线下,女,22,2020-09-26,No.005,99,1,1
17462,深圳,线下,男,18,2020-09-26,No.005,99,1,1
45259,北/京,线下,男,44,2020-09-26,No.005,181,2,2
45980,上海,线下,女,21,2020-09-26,No.305,40,1,1
32091,上海,线下,女,54,2020-09-27,No.005,199,2,2
17424,杭州,线下,男,38,2020-09-23,No.305,139,2,4
44822,武汉,线下,女,30,2020-09-26,No.005,1001,9,11
25196,南京 ,线上,男,62,2020-09-26,No.173,151,1,1
53433,杭州,线下,男,30,2020-09-27,No.005,322,3,4
29844,深圳,线下,男,61,2020-09-26,No.005,99,1,1
35959,武汉,线下,男,38,2020-09-22,No.277,198,2,3
15887,北/京,线下,男,64,2020-09-26,No.277,81,1,1
51056,杭州,线下,男,29,2020-09-26,No.005,80,1,1
38985,&nbsp南京,线下,女,37,2020-09-25,No.005,40,1,1
13013,杭州,线下,女,39,2020-09-23,No.005,150,1,1
53212,武汉,线下,男,34,2020-09-27,No.902,151,1,1
50876,深圳,线下,男,63,2020-09-24,No.005,153,1,1
30824,武汉,线上,男,31,2020-09-22,No.343,26,1,1
34359,上海,线下,女,37,2020-09-26,No.343,52,1,2
27883,深圳,线下,女,44,2020-09-26,No.906,82,2,2
47196,武汉,线下,男,66,2020-09-27,No.906,33,1,1
48598,南京 ,线上,女,33,2020-09-25,No.782,202,1,1
28486,&nbsp南京,线下,女,21,2020-09-25,No.305,40,1,1
31729,&nbsp南京,线下,男,63,2020-09-23,No.277,54,1,1
36048,武汉,线上,男,31,2020-09-21,No.005,202,2,2
25737,&nbsp南京,线下,女,39,2020-09-26,No.277,159,2,2
43166,上海,线下,女,33,2020-09-26,No.005,100,1,1
52477,杭州,线下,女,20,2020-09-21,No.005,59,1,1
53284,南京 ,线上,女,24,2020-09-26,No.005,80,1,1
36673,南京 ,线下,男,39,2020-09-26,No.902,131,1,1
41462,南京 ,线上,女,31,2020-09-27,No.005,79,1,1
53930,北/京,线下,男,65,2020-09-24,No.277,50,1,1
38890,北/京,线下,女,21,2020-09-22,No.577,204,1,1
46438,北京,线下,女,18,2020-09-22,No.277,140,2,2
13726,上海,线下,女,32,2020-09-23,No.005,155,3,3
28514,深圳,线下,女,24,2020-09-25,No.005,176,1,1
11784,南京 ,线下,男,49,2020-09-23,No.173,204,1,1
41850,深圳,线下,男,28,2020-09-21,No.277,151,1,1
12706,南京 ,线上,女,25,2020-09-26,No.277,306,2,2
14211,杭州,线下,女,36,2020-09-22,No.577,202,1,1
29920,武汉,线下,女,31,2020-09-26,No.902,99,1,1
35730,武汉,线下,女,33,2020-09-25,No.005,40,1,1
43890,北/京,线下,女,26,2020-09-26,No.782,150,1,1
